"row","count.x","mfp","lc","id","milk","style","dairy_id","ounces","style2","count.y","dairy","city","state","label"
"381","381","0.032","0.01","1381","Ultra-Fresh Lactose Free 3.2% [1S9R-381]","Lactose Free","115","64","Lactose Free","115","Keystone Milk Co.","Harrisburg","PA","Ultra-Fresh Lactose Free 3.2% [1S9R-381] (Keystone Milk Co.)"
"382","382","0.0365","4.87","1382","Grass-Fed Whole 3.6% [RKMB-382]","Whole","124","16","NA","124","Palmetto Milk Works","Charleston","SC","Grass-Fed Whole 3.6% [RKMB-382] (Palmetto Milk Works)"
"383","383","0.0321","5.0","1383","Natural Organic Whole 3.2% [OI8U-383]","Organic Whole","114","32","Organic Whole","114","Peach State Dairies","Savannah","GA","Natural Organic Whole 3.2% [OI8U-383] (Peach State Dairies)"
"384","384","0.0186","0.02","1384","Creamy Lactose Free 1.9% [79WC-384]","Lactose Free","103","16","Lactose Free","103","Blue Ridge Dairy Co.","Asheville","NC","Creamy Lactose Free 1.9% [79WC-384] (Blue Ridge Dairy Co.)"
"385","385","0.0379","4.99","1385","Dairy Pure Organic Whole 3.8% [2PGY-385]","Organic Whole","108","32","Organic Whole","108","Riverbend Dairy","Portland","OR","Dairy Pure Organic Whole 3.8% [2PGY-385] (Riverbend Dairy)"
"386","386","0.0171","4.56","1386","Premium High Protein 1.7% [RUTL-386]","High Protein","102","64","High Protein","102","Sunrise Creamery","Boise","ID","Premium High Protein 1.7% [RUTL-386] (Sunrise Creamery)"
"387","387","0.0003","4.68","1387","Golden Skimmed 0.0% [JNAW-387]","Skimmed","120","32","NA","120","Appalachian Milk Co.","Knoxville","TN","Golden Skimmed 0.0% [JNAW-387] (Appalachian Milk Co.)"
"388","388","0.0367","4.72","1388","Natural Organic Whole 3.7% [XTNS-388]","Organic Whole","120","32","Organic Whole","120","Appalachian Milk Co.","Knoxville","TN","Natural Organic Whole 3.7% [XTNS-388] (Appalachian Milk Co.)"
"389","389","0.0375","4.17","1389","Grass-Fed Goat 3.7% [C4E5-389]","Goat","111","16","Goat","111","Heartland Milk Co.","Des Moines","IA","Grass-Fed Goat 3.7% [C4E5-389] (Heartland Milk Co.)"
"390","390","0.0354","5.02","1390","Fresh Whole 3.5% [SZJN-390]","Whole","104","16","NA","104","Lone Star Milk Works","Austin","TX","Fresh Whole 3.5% [SZJN-390] (Lone Star Milk Works)"
"391","391","0.0193","4.83","1391","Dairy Pure High Protein 1.9% [XM06-391]","High Protein","107","16","High Protein","107","Prairie Gold Dairy","Fargo","ND","Dairy Pure High Protein 1.9% [XM06-391] (Prairie Gold Dairy)"
"392","392","0.0364","5.02","1392","Golden Whole 3.6% [HSDI-392]","Whole","109","32","NA","109","Highland Cream Co.","Denver","CO","Golden Whole 3.6% [HSDI-392] (Highland Cream Co.)"
"393","393","0.0281","0.19","1393","Premium Lactose Free 2.8% [U01U-393]","Lactose Free","122","128","Lactose Free","122","Atlantic Dairy","Norfolk","VA","Premium Lactose Free 2.8% [U01U-393] (Atlantic Dairy)"
"394","394","0.0027","4.85","1394","Country Skimmed 0.3% [TV76-394]","Skimmed","106","64","NA","106","Maple Meadow Farms","Burlington","VT","Country Skimmed 0.3% [TV76-394] (Maple Meadow Farms)"
"395","395","0.0388","4.29","1395","Dairy Pure Goat 3.9% [TNT0-395]","Goat","121","128","NA","121","Midtown Creamery","Chicago","IL","Dairy Pure Goat 3.9% [TNT0-395] (Midtown Creamery)"
"396","396","0.0364","5.09","1396","Homestead Whole 3.6% [S9KK-396]","Whole","113","32","NA","113","Evergreen Creamery","Seattle","WA","Homestead Whole 3.6% [S9KK-396] (Evergreen Creamery)"
"397","397","0.0375","4.86","1397","Cold-Filtered A2 3.8% [UDQF-397]","A2","101","64","A2","101","Green Valley Dairies","Madison","WI","Cold-Filtered A2 3.8% [UDQF-397] (Green Valley Dairies)"
"398","398","0.0209","0.06","1398","Natural Lactose Free 2.1% [UHCL-398]","Lactose Free","108","32","Lactose Free","108","Riverbend Dairy","Portland","OR","Natural Lactose Free 2.1% [UHCL-398] (Riverbend Dairy)"
"399","399","0.018","4.75","1399","Dairy Pure Semi Skimmed 1.8% [UCC1-399]","Semi Skimmed","123","128","NA","123","Sierra Valley Dairies","Reno","NV","Dairy Pure Semi Skimmed 1.8% [UCC1-399] (Sierra Valley Dairies)"
"400","400","0.0322","0.17","1400","Country Lactose Free 3.2% [WWBS-400]","Lactose Free","104","32","Lactose Free","104","Lone Star Milk Works","Austin","TX","Country Lactose Free 3.2% [WWBS-400] (Lone Star Milk Works)"
"401","401","0.0185","0.13","1401","Select Lactose Free 1.9% [81UD-401]","Lactose Free","123","64","Lactose Free","123","Sierra Valley Dairies","Reno","NV","Select Lactose Free 1.9% [81UD-401] (Sierra Valley Dairies)"
"402","402","0.0017","4.84","1402","Creamy Skimmed 0.2% [TJOP-402]","Skimmed","105","32","NA","105","Coastal Creamery","San Luis Obispo","CA","Creamy Skimmed 0.2% [TJOP-402] (Coastal Creamery)"
"403","403","0.014","4.57","1403","Select High Protein 1.4% [9SIJ-403]","High Protein","107","64","High Protein","107","Prairie Gold Dairy","Fargo","ND","Select High Protein 1.4% [9SIJ-403] (Prairie Gold Dairy)"
"404","404","0.0156","4.81","1404","Local Semi Skimmed 1.6% [GMX1-404]","Semi Skimmed","119","64","NA","119","Redwood Dairy","Santa Rosa","CA","Local Semi Skimmed 1.6% [GMX1-404] (Redwood Dairy)"
"405","405","0.0022","5.06","1405","Farmhouse Skimmed 0.2% [YF0D-405]","Skimmed","115","32","NA","115","Keystone Milk Co.","Harrisburg","PA","Farmhouse Skimmed 0.2% [YF0D-405] (Keystone Milk Co.)"
"406","406","0.0321","4.95","1406","Grass-Fed A2 3.2% [QAHT-406]","A2","105","64","NA","105","Coastal Creamery","San Luis Obispo","CA","Grass-Fed A2 3.2% [QAHT-406] (Coastal Creamery)"
"407","407","0.0035","NA","1407","Grass-Fed Skimmed 0.3% [6SJC-407]","Skimmed","120","64","NA","120","Appalachian Milk Co.","Knoxville","TN","Grass-Fed Skimmed 0.3% [6SJC-407] (Appalachian Milk Co.)"
"408","408","0.0324","4.93","1408","Golden Whole 3.2% [6MDK-408]","Whole","121","32","NA","121","Midtown Creamery","Chicago","IL","Golden Whole 3.2% [6MDK-408] (Midtown Creamery)"
"409","409","0.0195","4.84","1409","Organic Semi Skimmed 2.0% [DH8U-409]","Semi Skimmed","117","16","NA","117","Ozark Creamery","Springfield","MO","Organic Semi Skimmed 2.0% [DH8U-409] (Ozark Creamery)"
"410","410","0.034","4.8","1410","Classic A2 3.4% [MMWI-410]","A2","117","64","NA","117","Ozark Creamery","Springfield","MO","Classic A2 3.4% [MMWI-410] (Ozark Creamery)"
"411","411","0.0373","5.05","1411","Golden A2 3.7% [BTKF-411]","A2","121","32","A2","121","Midtown Creamery","Chicago","IL","Golden A2 3.7% [BTKF-411] (Midtown Creamery)"
"412","412","0.0246","0.11","1412","Creamy Lactose Free 2.5% [LVQE-412]","Lactose Free","113","32","Lactose Free","113","Evergreen Creamery","Seattle","WA","Creamy Lactose Free 2.5% [LVQE-412] (Evergreen Creamery)"
"413","413","0.0022","5.05","1413","Pasture-Raised Skimmed 0.2% [XUFC-413]","Skimmed","110","32","NA","110","Seaside Dairies","Portsmouth","NH","Pasture-Raised Skimmed 0.2% [XUFC-413] (Seaside Dairies)"
"414","414","0.0366","5.04","1414","Cold-Filtered Whole 3.7% [OP76-414]","Whole","105","32","NA","105","Coastal Creamery","San Luis Obispo","CA","Cold-Filtered Whole 3.7% [OP76-414] (Coastal Creamery)"
"415","415","0.0009","NA","1415","Organic Skimmed 0.1% [JUII-415]","Skimmed","104","64","NA","104","Lone Star Milk Works","Austin","TX","Organic Skimmed 0.1% [JUII-415] (Lone Star Milk Works)"
"416","416","0.0113","4.85","1416","Local High Protein 1.1% [XGNR-416]","High Protein","125","32","High Protein","125","Garden State Dairies","Trenton","NJ","Local High Protein 1.1% [XGNR-416] (Garden State Dairies)"
"417","417","0.0376","5.08","1417","Premium Whole 3.8% [YHHG-417]","Whole","114","128","NA","114","Peach State Dairies","Savannah","GA","Premium Whole 3.8% [YHHG-417] (Peach State Dairies)"
"418","418","0.0248","0.16","1418","Classic Lactose Free 2.5% [3ZO7-418]","Lactose Free","115","16","Lactose Free","115","Keystone Milk Co.","Harrisburg","PA","Classic Lactose Free 2.5% [3ZO7-418] (Keystone Milk Co.)"
"419","419","0.0183","4.04","1419","Classic High Protein 1.8% [SO0U-419]","High Protein","115","16","High Protein","115","Keystone Milk Co.","Harrisburg","PA","Classic High Protein 1.8% [SO0U-419] (Keystone Milk Co.)"
"420","420","0.0392","4.56","1420","Creamy Goat 3.9% [FK7Y-420]","Goat","115","128","NA","115","Keystone Milk Co.","Harrisburg","PA","Creamy Goat 3.9% [FK7Y-420] (Keystone Milk Co.)"
"421","421","0.0186","4.66","1421","Premium Semi Skimmed 1.9% [7ZEO-421]","Semi Skimmed","115","16","NA","115","Keystone Milk Co.","Harrisburg","PA","Premium Semi Skimmed 1.9% [7ZEO-421] (Keystone Milk Co.)"
"422","422","0.0353","0.02","1422","Fresh Lactose Free 3.5% [XZF0-422]","Lactose Free","119","16","NA","119","Redwood Dairy","Santa Rosa","CA","Fresh Lactose Free 3.5% [XZF0-422] (Redwood Dairy)"
"423","423","0.0325","4.95","1423","Farmhouse Organic Whole 3.3% [9WFT-423]","Organic Whole","121","32","Organic Whole","121","Midtown Creamery","Chicago","IL","Farmhouse Organic Whole 3.3% [9WFT-423] (Midtown Creamery)"
"424","424","0.0008","4.67","1424","Ultra-Fresh Skimmed 0.1% [BL08-424]","Skimmed","119","32","NA","119","Redwood Dairy","Santa Rosa","CA","Ultra-Fresh Skimmed 0.1% [BL08-424] (Redwood Dairy)"
"425","425","0.0151","0.15","1425","Natural Lactose Free 1.5% [RR3V-425]","Lactose Free","105","32","NA","105","Coastal Creamery","San Luis Obispo","CA","Natural Lactose Free 1.5% [RR3V-425] (Coastal Creamery)"
"426","426","0.0145","4.44","1426","Grass-Fed High Protein 1.5% [A5KW-426]","High Protein","122","16","High Protein","122","Atlantic Dairy","Norfolk","VA","Grass-Fed High Protein 1.5% [A5KW-426] (Atlantic Dairy)"
"427","427","0.0322","5.03","1427","Select Organic Whole 3.2% [4K7B-427]","Organic Whole","102","32","Organic Whole","102","Sunrise Creamery","Boise","ID","Select Organic Whole 3.2% [4K7B-427] (Sunrise Creamery)"
"428","428","0.0048","4.97","1428","Fresh Skimmed 0.5% [B1L6-428]","Skimmed","110","128","NA","110","Seaside Dairies","Portsmouth","NH","Fresh Skimmed 0.5% [B1L6-428] (Seaside Dairies)"
"429","429","0.0348","4.66","1429","Farmhouse A2 3.5% [LOHH-429]","A2","103","16","A2","103","Blue Ridge Dairy Co.","Asheville","NC","Farmhouse A2 3.5% [LOHH-429] (Blue Ridge Dairy Co.)"
"430","430","0.0174","4.94","1430","Classic Semi Skimmed 1.7% [9KVL-430]","Semi Skimmed","121","64","NA","121","Midtown Creamery","Chicago","IL","Classic Semi Skimmed 1.7% [9KVL-430] (Midtown Creamery)"
"431","431","0.0152","NA","1431","Organic High Protein 1.5% [GVZ9-431]","High Protein","120","16","High Protein","120","Appalachian Milk Co.","Knoxville","TN","Organic High Protein 1.5% [GVZ9-431] (Appalachian Milk Co.)"
"432","432","0.0187","4.7","1432","Grass-Fed Semi Skimmed 1.9% [OBM3-432]","Semi Skimmed","121","16","NA","121","Midtown Creamery","Chicago","IL","Grass-Fed Semi Skimmed 1.9% [OBM3-432] (Midtown Creamery)"
"433","433","0.0335","4.63","1433","Golden A2 3.4% [T1EL-433]","A2","123","16","NA","123","Sierra Valley Dairies","Reno","NV","Golden A2 3.4% [T1EL-433] (Sierra Valley Dairies)"
"434","434","0.037","5.06","1434","Premium Organic Whole 3.7% [RBEF-434]","Organic Whole","107","64","Organic Whole","107","Prairie Gold Dairy","Fargo","ND","Premium Organic Whole 3.7% [RBEF-434] (Prairie Gold Dairy)"
"435","435","0.037","4.75","1435","Dairy Pure Whole 3.7% [LTHY-435]","Whole","114","16","NA","114","Peach State Dairies","Savannah","GA","Dairy Pure Whole 3.7% [LTHY-435] (Peach State Dairies)"
"436","436","0.034","4.79","1436","Ultra-Fresh Whole 3.4% [FVGE-436]","Whole","109","64","NA","109","Highland Cream Co.","Denver","CO","Ultra-Fresh Whole 3.4% [FVGE-436] (Highland Cream Co.)"
"437","437","0.0336","4.63","1437","Dairy Pure Goat 3.4% [3KSG-437]","Goat","109","16","Goat","109","Highland Cream Co.","Denver","CO","Dairy Pure Goat 3.4% [3KSG-437] (Highland Cream Co.)"
"438","438","0.0151","4.8","1438","Ultra-Fresh High Protein 1.5% [FMR5-438]","High Protein","103","64","High Protein","103","Blue Ridge Dairy Co.","Asheville","NC","Ultra-Fresh High Protein 1.5% [FMR5-438] (Blue Ridge Dairy Co.)"
"439","439","0.001","4.62","1439","Fresh Skimmed 0.1% [5ELB-439]","Skimmed","104","64","NA","104","Lone Star Milk Works","Austin","TX","Fresh Skimmed 0.1% [5ELB-439] (Lone Star Milk Works)"
"440","440","0.0176","4.93","1440","Grass-Fed Semi Skimmed 1.8% [UL6L-440]","Semi Skimmed","102","64","NA","102","Sunrise Creamery","Boise","ID","Grass-Fed Semi Skimmed 1.8% [UL6L-440] (Sunrise Creamery)"
"441","441","0.0167","4.27","1441","Dairy Pure High Protein 1.7% [E8UD-441]","High Protein","111","64","NA","111","Heartland Milk Co.","Des Moines","IA","Dairy Pure High Protein 1.7% [E8UD-441] (Heartland Milk Co.)"
"442","442","0.0354","4.69","1442","Farmhouse A2 3.5% [6TBB-442]","A2","123","16","NA","123","Sierra Valley Dairies","Reno","NV","Farmhouse A2 3.5% [6TBB-442] (Sierra Valley Dairies)"
"443","443","0.0357","4.52","1443","Country Goat 3.6% [WYQM-443]","Goat","103","32","Goat","103","Blue Ridge Dairy Co.","Asheville","NC","Country Goat 3.6% [WYQM-443] (Blue Ridge Dairy Co.)"
"444","444","0.0199","4.98","1444","Premium Semi Skimmed 2.0% [E37Q-444]","Semi Skimmed","122","64","NA","122","Atlantic Dairy","Norfolk","VA","Premium Semi Skimmed 2.0% [E37Q-444] (Atlantic Dairy)"
"445","445","0.0147","4.95","1445","Country High Protein 1.5% [6JNG-445]","High Protein","123","64","NA","123","Sierra Valley Dairies","Reno","NV","Country High Protein 1.5% [6JNG-445] (Sierra Valley Dairies)"
"446","446","0.0174","4.78","1446","Pasture-Raised Semi Skimmed 1.7% [G1VE-446]","Semi Skimmed","101","128","NA","101","Green Valley Dairies","Madison","WI","Pasture-Raised Semi Skimmed 1.7% [G1VE-446] (Green Valley Dairies)"
"447","447","0.0353","4.64","1447","Local Organic Whole 3.5% [QVII-447]","Organic Whole","104","128","NA","104","Lone Star Milk Works","Austin","TX","Local Organic Whole 3.5% [QVII-447] (Lone Star Milk Works)"
"448","448","0.0337","0.12","1448","Fresh Lactose Free 3.4% [P2TI-448]","Lactose Free","111","128","Lactose Free","111","Heartland Milk Co.","Des Moines","IA","Fresh Lactose Free 3.4% [P2TI-448] (Heartland Milk Co.)"
"449","449","0.0133","4.1","1449","Golden High Protein 1.3% [LOVY-449]","High Protein","120","64","High Protein","120","Appalachian Milk Co.","Knoxville","TN","Golden High Protein 1.3% [LOVY-449] (Appalachian Milk Co.)"
"450","450","0.0325","5.01","1450","Creamy Whole 3.3% [6WAF-450]","Whole","122","128","NA","122","Atlantic Dairy","Norfolk","VA","Creamy Whole 3.3% [6WAF-450] (Atlantic Dairy)"
"451","451","0.012","4.68","1451","Select High Protein 1.2% [U6K7-451]","High Protein","113","64","NA","113","Evergreen Creamery","Seattle","WA","Select High Protein 1.2% [U6K7-451] (Evergreen Creamery)"
"452","452","0.0357","4.86","1452","Organic Whole 3.6% [4C68-452]","Whole","119","64","NA","119","Redwood Dairy","Santa Rosa","CA","Organic Whole 3.6% [4C68-452] (Redwood Dairy)"
"453","453","0.0334","4.95","1453","Local Whole 3.3% [LNNT-453]","Whole","110","128","NA","110","Seaside Dairies","Portsmouth","NH","Local Whole 3.3% [LNNT-453] (Seaside Dairies)"
"454","454","0.0389","4.32","1454","Organic Goat 3.9% [K5EA-454]","Goat","118","32","Goat","118","Great Lakes Dairy","Cleveland","OH","Organic Goat 3.9% [K5EA-454] (Great Lakes Dairy)"
"455","455","0.0398","4.18","1455","Select Goat 4.0% [346Z-455]","Goat","116","32","NA","116","Bayou Dairy","Lafayette","LA","Select Goat 4.0% [346Z-455] (Bayou Dairy)"
"456","456","0.0138","4.23","1456","Cold-Filtered High Protein 1.4% [AR0Z-456]","High Protein","114","128","High Protein","114","Peach State Dairies","Savannah","GA","Cold-Filtered High Protein 1.4% [AR0Z-456] (Peach State Dairies)"
"457","457","0.0322","4.62","1457","Classic Organic Whole 3.2% [NU8C-457]","Organic Whole","119","64","Organic Whole","119","Redwood Dairy","Santa Rosa","CA","Classic Organic Whole 3.2% [NU8C-457] (Redwood Dairy)"
"458","458","0.0162","4.92","1458","Farmhouse Semi Skimmed 1.6% [YYTU-458]","Semi Skimmed","103","64","NA","103","Blue Ridge Dairy Co.","Asheville","NC","Farmhouse Semi Skimmed 1.6% [YYTU-458] (Blue Ridge Dairy Co.)"
"459","459","0.0145","4.91","1459","Local High Protein 1.5% [LM9K-459]","High Protein","101","16","High Protein","101","Green Valley Dairies","Madison","WI","Local High Protein 1.5% [LM9K-459] (Green Valley Dairies)"
"460","460","0.0364","4.88","1460","Organic A2 3.6% [RGB9-460]","A2","120","64","NA","120","Appalachian Milk Co.","Knoxville","TN","Organic A2 3.6% [RGB9-460] (Appalachian Milk Co.)"
"461","461","0.0193","4.74","1461","Local Semi Skimmed 1.9% [K4AE-461]","Semi Skimmed","105","32","NA","105","Coastal Creamery","San Luis Obispo","CA","Local Semi Skimmed 1.9% [K4AE-461] (Coastal Creamery)"
"462","462","0.0013","4.95","1462","Creamy Skimmed 0.1% [25MD-462]","Skimmed","112","32","NA","112","Canyon Springs Dairy","Phoenix","AZ","Creamy Skimmed 0.1% [25MD-462] (Canyon Springs Dairy)"
"463","463","0.0384","NA","1463","Cold-Filtered Goat 3.8% [WH0M-463]","Goat","125","16","Goat","125","Garden State Dairies","Trenton","NJ","Cold-Filtered Goat 3.8% [WH0M-463] (Garden State Dairies)"
"464","464","0.0363","4.39","1464","Cold-Filtered Goat 3.6% [7IYO-464]","Goat","115","32","Goat","115","Keystone Milk Co.","Harrisburg","PA","Cold-Filtered Goat 3.6% [7IYO-464] (Keystone Milk Co.)"
"465","465","0.0337","5.0","1465","Dairy Pure Whole 3.4% [LT8D-465]","Whole","114","128","NA","114","Peach State Dairies","Savannah","GA","Dairy Pure Whole 3.4% [LT8D-465] (Peach State Dairies)"
"466","466","0.034","4.73","1466","Grass-Fed A2 3.4% [XO10-466]","A2","121","64","NA","121","Midtown Creamery","Chicago","IL","Grass-Fed A2 3.4% [XO10-466] (Midtown Creamery)"
"467","467","0.0353","4.94","1467","Homestead Organic Whole 3.5% [ADDQ-467]","Organic Whole","106","64","Organic Whole","106","Maple Meadow Farms","Burlington","VT","Homestead Organic Whole 3.5% [ADDQ-467] (Maple Meadow Farms)"
"468","468","0.0357","4.63","1468","Pasture-Raised Whole 3.6% [6HVE-468]","Whole","102","16","NA","102","Sunrise Creamery","Boise","ID","Pasture-Raised Whole 3.6% [6HVE-468] (Sunrise Creamery)"
"469","469","0.0376","4.64","1469","Premium Goat 3.8% [86ZJ-469]","Goat","105","16","Goat","105","Coastal Creamery","San Luis Obispo","CA","Premium Goat 3.8% [86ZJ-469] (Coastal Creamery)"
"470","470","0.0378","4.5","1470","Golden Goat 3.8% [J2JC-470]","Goat","109","64","Goat","109","Highland Cream Co.","Denver","CO","Golden Goat 3.8% [J2JC-470] (Highland Cream Co.)"
"471","471","0.0331","4.63","1471","Select A2 3.3% [HOXD-471]","A2","109","32","A2","109","Highland Cream Co.","Denver","CO","Select A2 3.3% [HOXD-471] (Highland Cream Co.)"
"472","472","0.0172","4.1","1472","Creamy High Protein 1.7% [UJQ6-472]","High Protein","104","16","NA","104","Lone Star Milk Works","Austin","TX","Creamy High Protein 1.7% [UJQ6-472] (Lone Star Milk Works)"
"473","473","0.0349","4.52","1473","Select Goat 3.5% [US7R-473]","Goat","122","128","Goat","122","Atlantic Dairy","Norfolk","VA","Select Goat 3.5% [US7R-473] (Atlantic Dairy)"
"474","474","0.0177","4.6","1474","Dairy Pure Semi Skimmed 1.8% [3RU7-474]","Semi Skimmed","125","64","NA","125","Garden State Dairies","Trenton","NJ","Dairy Pure Semi Skimmed 1.8% [3RU7-474] (Garden State Dairies)"
"475","475","0.0358","5.08","1475","Ultra-Fresh Whole 3.6% [T8CQ-475]","Whole","113","32","NA","113","Evergreen Creamery","Seattle","WA","Ultra-Fresh Whole 3.6% [T8CQ-475] (Evergreen Creamery)"
"476","476","0.0376","4.28","1476","Premium Goat 3.8% [DYR5-476]","Goat","102","32","Goat","102","Sunrise Creamery","Boise","ID","Premium Goat 3.8% [DYR5-476] (Sunrise Creamery)"
"477","477","0.0363","NA","1477","Premium Whole 3.6% [CTLT-477]","Whole","107","16","NA","107","Prairie Gold Dairy","Fargo","ND","Premium Whole 3.6% [CTLT-477] (Prairie Gold Dairy)"
"478","478","0.0367","4.62","1478","Creamy Organic Whole 3.7% [3YQY-478]","Organic Whole","102","32","NA","102","Sunrise Creamery","Boise","ID","Creamy Organic Whole 3.7% [3YQY-478] (Sunrise Creamery)"
"479","479","0.0024","4.61","1479","Farmhouse Skimmed 0.2% [WIXA-479]","Skimmed","102","64","NA","102","Sunrise Creamery","Boise","ID","Farmhouse Skimmed 0.2% [WIXA-479] (Sunrise Creamery)"
"480","480","0.0161","4.84","1480","Fresh High Protein 1.6% [3EVW-480]","High Protein","104","32","NA","104","Lone Star Milk Works","Austin","TX","Fresh High Protein 1.6% [3EVW-480] (Lone Star Milk Works)"
"481","481","0.0353","NA","1481","Local Goat 3.5% [E421-481]","Goat","124","64","Goat","124","Palmetto Milk Works","Charleston","SC","Local Goat 3.5% [E421-481] (Palmetto Milk Works)"
"482","482","0.0038","NA","1482","Golden Skimmed 0.4% [FIUE-482]","Skimmed","109","32","NA","109","Highland Cream Co.","Denver","CO","Golden Skimmed 0.4% [FIUE-482] (Highland Cream Co.)"
"483","483","0.015","4.69","1483","Natural Semi Skimmed 1.5% [X5O3-483]","Semi Skimmed","116","32","NA","116","Bayou Dairy","Lafayette","LA","Natural Semi Skimmed 1.5% [X5O3-483] (Bayou Dairy)"
"484","484","0.0351","4.81","1484","Fresh A2 3.5% [VBGR-484]","A2","121","64","A2","121","Midtown Creamery","Chicago","IL","Fresh A2 3.5% [VBGR-484] (Midtown Creamery)"
"485","485","0.0194","0.2","1485","Premium Lactose Free 1.9% [W59S-485]","Lactose Free","101","32","Lactose Free","101","Green Valley Dairies","Madison","WI","Premium Lactose Free 1.9% [W59S-485] (Green Valley Dairies)"
"486","486","0.019","4.94","1486","Dairy Pure Semi Skimmed 1.9% [RGYB-486]","Semi Skimmed","107","64","NA","107","Prairie Gold Dairy","Fargo","ND","Dairy Pure Semi Skimmed 1.9% [RGYB-486] (Prairie Gold Dairy)"
"487","487","0.0357","5.05","1487","Organic Organic Whole 3.6% [DBTF-487]","Organic Whole","109","128","Organic Whole","109","Highland Cream Co.","Denver","CO","Organic Organic Whole 3.6% [DBTF-487] (Highland Cream Co.)"
"488","488","0.0316","0.12","1488","Country Lactose Free 3.2% [HYL2-488]","Lactose Free","103","32","NA","103","Blue Ridge Dairy Co.","Asheville","NC","Country Lactose Free 3.2% [HYL2-488] (Blue Ridge Dairy Co.)"
"489","489","0.0391","4.33","1489","Premium Goat 3.9% [QR6F-489]","Goat","124","32","NA","124","Palmetto Milk Works","Charleston","SC","Premium Goat 3.9% [QR6F-489] (Palmetto Milk Works)"
"490","490","0.0172","4.63","1490","Creamy High Protein 1.7% [HEYC-490]","High Protein","105","16","High Protein","105","Coastal Creamery","San Luis Obispo","CA","Creamy High Protein 1.7% [HEYC-490] (Coastal Creamery)"
"491","491","0.0342","4.31","1491","Local Goat 3.4% [V2WW-491]","Goat","115","32","Goat","115","Keystone Milk Co.","Harrisburg","PA","Local Goat 3.4% [V2WW-491] (Keystone Milk Co.)"
"492","492","0.0186","4.22","1492","Homestead High Protein 1.9% [QAP5-492]","High Protein","117","64","High Protein","117","Ozark Creamery","Springfield","MO","Homestead High Protein 1.9% [QAP5-492] (Ozark Creamery)"
"493","493","0.0046","5.05","1493","Select Skimmed 0.5% [B90S-493]","Skimmed","108","128","NA","108","Riverbend Dairy","Portland","OR","Select Skimmed 0.5% [B90S-493] (Riverbend Dairy)"
"494","494","0.0173","4.72","1494","Ultra-Fresh Semi Skimmed 1.7% [A08E-494]","Semi Skimmed","123","32","NA","123","Sierra Valley Dairies","Reno","NV","Ultra-Fresh Semi Skimmed 1.7% [A08E-494] (Sierra Valley Dairies)"
"495","495","0.0349","4.75","1495","Creamy Whole 3.5% [40AQ-495]","Whole","103","128","NA","103","Blue Ridge Dairy Co.","Asheville","NC","Creamy Whole 3.5% [40AQ-495] (Blue Ridge Dairy Co.)"
"496","496","0.017","4.0","1496","Cold-Filtered High Protein 1.7% [NYTK-496]","High Protein","112","32","High Protein","112","Canyon Springs Dairy","Phoenix","AZ","Cold-Filtered High Protein 1.7% [NYTK-496] (Canyon Springs Dairy)"
"497","497","0.0364","4.63","1497","Farmhouse Organic Whole 3.6% [Y5DN-497]","Organic Whole","103","64","Organic Whole","103","Blue Ridge Dairy Co.","Asheville","NC","Farmhouse Organic Whole 3.6% [Y5DN-497] (Blue Ridge Dairy Co.)"
"498","498","0.0178","4.99","1498","Grass-Fed Semi Skimmed 1.8% [MTX0-498]","Semi Skimmed","121","32","NA","121","Midtown Creamery","Chicago","IL","Grass-Fed Semi Skimmed 1.8% [MTX0-498] (Midtown Creamery)"
"499","499","0.0349","4.14","1499","Ultra-Fresh Goat 3.5% [RSEZ-499]","Goat","109","128","NA","109","Highland Cream Co.","Denver","CO","Ultra-Fresh Goat 3.5% [RSEZ-499] (Highland Cream Co.)"
"500","500","0.0159","5.04","1500","Local Semi Skimmed 1.6% [OG8C-500]","Semi Skimmed","122","64","NA","122","Atlantic Dairy","Norfolk","VA","Local Semi Skimmed 1.6% [OG8C-500] (Atlantic Dairy)"
